created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-11-09 20:34:46,I think Brian Kemp did the exact same thing when running against Stacey Abrams in 2018. Were you similarly outraged by that?,[],"[35475059, 1158546814485901317]","['Khaleesi61', 'DawgMan78']",0,0,35475059,Khaleesi61,,,1294774874,Theyrenotlaughi,They're not laughing,,30,2,32,False,170
2022-11-09 20:33:51,As did Brian Kemp in 2018and yall were pretty quiet when he won,[],"[2912078367, 2469717942, 1048564788962447360, 201066140]","['themountain54', 'ElliotEBK', 'newrev2020', 'pnjaban']",0,0,2912078367,themountain54,,,1030733599392186368,mrleggaiy1,mrleggaiy,"Melbourne, Victoria",336,114,20790,False,9261
2022-11-09 20:33:07,I deleted my Facebook but I might reactivate so I can ask these daft cows why they mistook the governor election for a beauty pageant and why they would freely admit they think the hot one out of the two of them is Brian Kemp??? He looks like a child drew a Republican from memory,[],[1263594909421858816],['BooksandMelanin'],0,2,1263594909421858816,BooksandMelanin,,,65474965,WreckaCenter,Lucky Earther,NYC,331,850,21403,False,14353
2022-11-09 20:33:01,Can you say Brian Kemp ?,[],[1112724144427139072],['JamesBradleyCA'],0,0,1112724144427139072,JamesBradleyCA,,,405246849,DTHutson,Tom Hutson🇺🇦,,4524,3535,288997,False,74640
2022-11-09 20:32:55,"What concerns me is Trump attacking Thomas Massie for following the Constitution, or attacking Brian Kemp for opening his state, and attacking Elon Musk and Ron DeSantis out of pure jealousy. Stop enabling Trump's worst sins!",[],"[1136851160424300545, 487297085]","['JacksonLahmeyer', 'RonDeSantisFL']",0,1,1352842826627883009,JDMatlock1,,,1352842826627883009,JDMatlock1,J.D. Matlock,,492,181,2815,False,7238
2022-11-09 20:32:40,"The same folks complaining that Katie Hobbs is overseeing her own election race, had no complaints in 2018 when Brian Kemp did the same thing in Georgia. Republicans and hypocrisy go together like the Dallas Cowboys and losing.",[],[],[],2,14,,,,,572833124,Ithacanexile,Sarah J McLellan #FBPE 🇪🇺🇺🇸🇬🇧🇮🇪🇮🇹⛴⚓️,The Seven Seas,2438,521,8737,False,32479
2022-11-09 20:32:18,"It wild me that Brian kemp is still governor for the next 4 years ,",[],[],[],0,0,,,,,1091860477502767105,KandaceMcKinne3,Kandace McKinney,Carrollton Georgia,1529,359,7709,False,7851
2022-11-09 20:32:15,"Here's your answer: Brian Kemp did the exact same position the first time he ran against Abrams. You're a hypocrite. Cry Harder. ,",[],[],[],0,0,,,,,1396160748,BB2448885,Super Moist 'Francis Tiafoe Stan' Papa John♿,"Atlanta, GA",2428,1026,51550,False,96266
2022-11-09 20:31:36,"Brian Kemp oversaw his own election in 2018and yall were pretty quiet ,",[],"[1558934123514720256, 1329503383804289024]","['FawkesStable', 'SpamYosemite']",0,2,1558934123514720256,FawkesStable,,,1030733599392186368,mrleggaiy1,mrleggaiy,"Melbourne, Victoria",336,114,18350,False,9261
2022-11-09 20:31:20,Brian Kemp...... and also you're a traitor like every other magat,[],[1112724144427139072],['JamesBradleyCA'],0,0,1112724144427139072,JamesBradleyCA,,,43792649,backtwo0,Daniel,United States,934,1221,15709,False,12311
2022-11-09 20:31:13,Did you ask the same of Brian Kemp?,[],[1112724144427139072],['JamesBradleyCA'],0,0,1112724144427139072,JamesBradleyCA,,,826600576146288640,maceboogie77,Noah Fence,United States,418,111,8278,False,6533
2022-11-09 20:31:00,"$53 MILLION, 15 YR PHENOM, NOW 17, WITH GEORGIA GOVERNOR KEMP  CONTINUES 2 MAKE ME PROUD! ,",[],[],[],0,1,,,,,62666453,danspena,Dan Peña,"Guthrie Castle, Scotland, UK",1401,46547,78,False,511108
2022-11-09 20:30:51,"The same way Brian Kemp did in 2018; cope, Lavern.",[],[1187835922118787073],['lavern_spicer'],0,0,1187835922118787073,lavern_spicer,,,1521007755389140995,RainierTheFox,Colton (Rainier),"Olympia, WA",76,28,2304,False,1360
2022-11-09 20:30:14,Ask Brian Kemp how he did it.,[],[1123272578833895426],['Gary04317416'],0,0,1123272578833895426,Gary04317416,,,253820991,2bconsidered,Tom Peters 🇺🇲PRO-CHOICE🇺🇲,STL Missouri,430,54,1453,False,16791
2022-11-09 20:30:03,"Why didnt Stacey Abrams win her re-match with Georgia Governor Brian Kemp? has some answers: ,",[],[1106501],['joanwalsh'],3,6,,,,,1947301,thenation,The Nation,New York,9000,1261595,4930,True,128577
2022-11-09 20:28:59,Brian Kemp was Secretary of State when he ran for Governor and threw thousand of qualified voters off the rolls. Yes I see...,[],[1112724144427139072],['JamesBradleyCA'],0,0,1112724144427139072,JamesBradleyCA,,,4664402408,Sew_In_a_Stew,JoAnn Stewart Always Pro-Democracy,"Illinois, USA",6427,5841,63577,False,80999
2022-11-09 20:28:40,"You did not mi d when Brian Kemp was SEC of GA, purged voter rolls, and ran for Gov. Why concerned now? Don't answer. We already know... such a hypocrite",[],[1552795969959636992],['EndWokeness'],0,0,1552795969959636992,EndWokeness,,,801652322791292928,wchad2016,Wayne Chadwick,"Bemidji, MN",96,63,4195,False,4999
2022-11-09 20:27:31,"LOL...I'm sure you made a lot of noise when Brian Kemp was in the same situation with Stacey Abrams in Georgia in 2016, &amp; culled voting lists leading up to that election...right?",[],[3995778614],['KamVTV'],0,0,3995778614,KamVTV,,,750401139015901184,B_L_Mencken,Paladin 55,*The* East Coast,4585,2865,94589,False,59373
2022-11-09 20:27:30,Wow. Looks like Brian Kemps margin of victory over Stacy Abrams was 6 times larger in 2022 than in 2018.,[],[],[],0,1,,,,,960949527279742976,BryanJacoutot,Bryan Jacoutot,,388,1014,2417,False,8297
2022-11-09 20:27:19,"Wait til you hear that in 2018 Georgia Secretary of State Brian Kemp did the same thing against Abrams. He also purged over 500,000 voters from the registered voters list. Many of those voters didnt even know they were impacted until they showed up to vote and couldnt.",[],"[66565598, 388513351]","['kaideejay', 'jrpsaki']",0,1,66565598,kaideejay,,,2796749447,SpartyattheDive,Thompson Paul,,88,46,69,False,3027
2022-11-09 20:27:10,Fuck Brian Kemp and everything he stands for,[],[],[],1,2,,,,,521647631,destinyrogerss,Destiny ▿,,419,709,45293,False,7584
2022-11-09 20:27:01,When Brian Kemp was secretary of state his job was to purge the voter rolls of dead people and people that no longer live in Georgia. I doubt Katie Hobbs did that in Arizona I can bet you theres dead people voting probably dogs and cats as well because thats the Democrat way,[],"[3139679564, 3995778614]","['adamrrodger', 'KamVTV']",0,3,3139679564,adamrrodger,,,1586076647626883072,Dianelcape,Diana Leslie,,77,2,24,False,25
2022-11-09 20:27:00,"So did Brian Kemp in Georgia 4 years prior, bubble bath girl.",[],[32804484],['Bubblebathgirl'],0,0,32804484,Bubblebathgirl,,,176251477,Galileo242,Galileo,,288,462,13132,False,40216
2022-11-09 20:26:59,SoS run for Governor all of the time. Brian Kemp even purged voter rolls before his race.,[],"[1587516168688091136, 859100325160013824]","['truthseeker6972', 'AlexSpencerUSA']",0,0,1587516168688091136,truthseeker6972,,,1117229660247482368,lizpere75,liz perez,,2348,2613,327957,False,209044
2022-11-09 20:26:40,"It's Georgia. Brian Kemp is notorious for suppressing the vote in Democratic countries. Last election he was candidate for Governor AND the Secretary of State running the election he was running in. His cheating is well documented, so they MUST accuse the Democrats.",['theusual'],"[1399977012727619587, 123732404, 292929271]","['mmmithras', 'blissfullinGA', 'charliekirk11']",0,0,1399977012727619587,mmmithras,,,108709230,Andluver,A Steve Supporting Ukraine 🇺🇦,"Opotiki, Opotiki District",814,367,21691,False,15933
2022-11-09 20:26:38,"Weird. Don't recall this being screeched about when Brian Kemp did THE SAME EXACT THING. Very odd. ,",[],[],[],0,1,,,,,976623871993376768,KristeKline,Kriste Kline😷🗳,"Georgia, USA",4826,2444,1287525,False,264857
2022-11-09 20:26:32,How is that corrupt? Brian Kemp did the same exact thing and you didn't think it was corrupt then. So why is it corrupt now?,[],"[1518697270480416771, 380285402]","['CryptoLlamaReal', 'DailyMail']",0,1,1518697270480416771,CryptoLlamaReal,,,2377218397,TheGlobalLatino,Global Latino,,652,843,50531,False,20885
