created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-11-10 01:45:09,See was overseen taking a phone call from Stacey Abrams.,[],[859100325160013824],['AlexSpencerUSA'],0,0,859100325160013824,AlexSpencerUSA,,,1586586689585221637,MannyDecastro29,Manny Decastro,,25,1,34,False,37
2022-11-10 01:45:02,"$200 MILLION: Democrats spent big on the gubernatorial campaigns of Beto O'Rourke and Stacey Abrams but both candidates failed to even make their races competitive against Republican incumbents. , ,",[],[],[],0,3,,,,,20545835,NEWSMAX,NEWSMAX,United States,653,1704765,1993,True,161823
2022-11-10 01:44:45,"Stacey Abrams, neener, neener, neener.",[],"[1326229737551912960, 17631078]","['libsoftiktok', 'CarnegieMellon']",0,0,1326229737551912960,libsoftiktok,,,30148257,NDBF,Bill357,"Midland, MI",20,3,10398,False,1130
2022-11-10 01:44:04,I have been saying this since Stacey Abrams sent teams of lawyers out and got mail in voting the rule of the land and there was no response from the GOP side. Then i found out who her FIL was and it all made sense. Preserve the status quo.,[],"[1268032640042414080, 592730371]","['GraduatedBen', 'JackPosobiec']",0,0,1268032640042414080,GraduatedBen,,,1563721528121782272,RussellParsley,Docs_Marten,,151,54,2275,False,1959
2022-11-10 01:43:50,Whoever said Stacey Abrams needs to pack it up and pick up a trade needs to head on over to jail IMMEDIATELY lmao,[],[],[],0,0,,,,,67645161,sauceytz,miss girl.,,923,1178,22245,False,73581
2022-11-10 01:43:50,"since will sadly not be preparing to become governor of GA next month, can you invite her to SPN NashCon instead? I want a Stacey Abrams Supernatural panel will you join my campaign to make this a reality? ",[],"[39689218, 216065430, 598089153]","['mishacollins', 'staceyabrams', 'icaruspendragon']",0,0,39689218,mishacollins,,,118928663,inspiredzone,Amy,DC,328,136,120383,False,13681
2022-11-10 01:43:43,"as happy as i am today, my heart aches for stacey abrams and beto ",[],[],[],0,0,,,,,1450632043,kellizzzzle,kellz,,437,1058,252407,False,40546
2022-11-10 01:42:55,Stacey Abrams: Professional LOSER,[],[778763106289758208],['JennaEllisEsq'],0,0,778763106289758208,JennaEllisEsq,,,1518937035796631553,4DollarsaPound,$4 a Pound,,176,31,129,False,3230
2022-11-10 01:42:30,"Stacey Abrams lost to an opponent, in Gov. Kemp, who has a proven successful track record. Stacey Abrams has done nothing but self-promote.",[],"[1326229737551912960, 17631078]","['libsoftiktok', 'CarnegieMellon']",0,0,1326229737551912960,libsoftiktok,,,1519080321702060032,MikeTexasCoug,Mike Nelson,"Dallas-Fort Worth, TX",11,0,224,False,88
2022-11-10 01:41:50,Every state needs a Stacey Abrams!,[],"[1915033663, 216065430]","['davidhogg111', 'staceyabrams']",0,0,1915033663,davidhogg111,,,36872627,DawnRoznowski,Dawn Roznowski☮️,Los Angeles,587,52,13518,False,4773
