created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-11-09 14:34:27,"She hasn't done anything like what Brian Kemp did four years ago ,",[],[1112724144427139072],['JamesBradleyCA'],0,1,1112724144427139072,JamesBradleyCA,,,731803688,Yastreblyansky,Yas We Can,NYC,3909,3243,151195,False,151902
2022-11-09 14:33:39,Shes for sure preaching at people that shes the governor and that the hometown buffet is the new GA gov mansion otherwise youre racist and anti democracy lol,[],[1499880364906467329],['desertmatt86'],0,1,1499880364906467329,desertmatt86,,,1087406694064369666,toughtalkty,Ty’s Tough Talk🇺🇸🏳️‍🌈,"Miami, FL",524,3033,27088,False,2915
2022-11-09 14:31:21,If voter suppression is to blame in the Georgia governor race why is Walker not winning in a landslide as well?,[],[],[],0,0,,,,,784777117,mt_stjohn,Todd St. John,"Nacogdoches, TX",1717,2611,22225,False,60360
2022-11-09 14:31:01,"Georgia Gov. Brian Kemp defeated challenger Stacey Abrams on Tuesday in a rematch of their 2018 race. ,",[],[],[],0,1,,,,,14437914,NewsHour,PBS NewsHour,"Arlington, VA | New York, NY",101927,1211965,19470,True,219027
2022-11-09 14:30:06,"Abrams called to concede just after 11 P.M. By that time, Kemp had gained 54.9 percent of the votes. Abrams said that the election gives her hope because thousands of Georgians stepped off the sidelines and voted."" ,",[],[],[],0,0,,,,,16423253,WNGdotorg,WORLD,Global,2432,32153,1011,False,50390
2022-11-09 14:30:04,"They sure did, but here's the full breakdown with even including age per race and how every other state voted besides Georgia. ,",[],"[1083418351882461185, 816129593975472128]","['bjizzle40', 'JudgeJoeBrownTV']",0,0,1083418351882461185,bjizzle40,,,168475871,djcencity,Dr. Daddy 🇺🇸,"Raleigh, NC",2761,7911,6991,False,33758
2022-11-09 14:30:02,"Kemp defeats Abrams to clinch second term as Georgia governor , ,",[],[],[],0,0,,,,,439704915,desiexpress,Desi Express,USA,195,285,4,False,17101
2022-11-09 14:29:38,"Imaginary Georgia Gov. Stacey Abrams Loses Reelection To Same Republican She Lost To Four Years Ago ,",[],[],[],0,0,,,,,1590062972616908800,MarisolPopper4,MarisolPopper,Colorado ,119,10,86,False,207
2022-11-09 14:27:45,"Georgia Gov. defeats in rematch , ,",[],"[47437206, 216065430]","['BrianKempGA', 'staceyabrams']",0,0,,,,,1539623197989117953,Southeast_pol,Southeast Politics,,1,3,0,False,206
2022-11-09 14:27:37,(obviously fuck white women but) cnns graph of the GA gov race had labels all in the wrong place and then listed Latino women.likeget a copy editor!!!!!!!!!!,[],[],[],0,1,24947333,glaserface,,,24947333,glaserface,reagan hate account✨,,639,949,44641,False,69310
2022-11-09 14:27:05,Waking up to the Texas &amp; Georgia governor results ,[],[],[],0,0,,,,,898296324038250497,ravenn_rob,🧝🏽‍♀️,,159,285,43475,False,29246
