created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-10-30 21:08:36,"Stacy Abrams is a true American hero! Brian Kemp is a weak , soulless little man.","['VoteStacyAbrams', 'VoteBlue']",[255812611],['donwinslow'],0,0,255812611,donwinslow,,,16912241,ellenzelwell,EllenZ_#BetoForTexas💙🌊,United States,16472,18147,85916,False,107472
2022-10-30 21:07:43,I think all of them picked Youngkin lol but I also think some of my super trump people hate Brian kemp because of 2020 so thats why hes not doing better I think,[],[858685102322274305],['JohnathonWillow'],0,1,858685102322274305,JohnathonWillow,,,891467130197217280,JradRabel,Jared Rabel,"Maryland, USA",5354,21533,226691,False,69202
2022-10-30 21:05:35,"Stacey Abrams, Gov. Brian Kemp meet in second, final debate Sunday night ,",[],[],[],0,0,,,,,581451366,ChrisHiers,Christopher🍑🍊☢️,Georgia USA,1096,439,38100,False,49357
2022-10-30 21:00:01,"Tonight is the second and final debate between Republican incumbent Brian Kemp and Democratic challenger Stacey Abrams in the Georgia governor's race. Here's how to watch. ,",[],[],[],0,0,,,,,22220447,AUG_Chronicle,Augusta Chronicle,"Augusta, Ga",8773,61086,316,False,91298
2022-10-30 21:00:01,"Tonight is the second and final debate between Republican incumbent Brian Kemp and Democratic challenger Stacey Abrams in the Georgia governor's race. Here's how to watch. ,",[],[],[],0,0,,,,,14935240,onlineathens,Athens Banner-Herald,"Athens, Ga.",1342,31838,352,True,79477
2022-10-30 21:00:01,"Tonight is the second and final debate between Republican incumbent Brian Kemp and Democratic challenger Stacey Abrams in the Georgia governor's race. Here's how to watch. ,",[],[],[],0,0,,,,,9164672,SavannahNow,Savannah Now,"Savannah, GA",900,55545,989,True,184434
2022-10-30 21:00:01,"During the first debate, I exposed Brian Kemps lies. Tonight, I will show Georgians once again that I am the only candidate who stands with them and will fight to lift up every family. Chip in now and lets win this. ,",['GApol'],[],[],76,231,,,,,216065430,staceyabrams,Stacey Abrams,Georgia,1937,2946564,6920,True,15239
2022-10-30 20:59:44,"Can't you say the same thing about Brian Kemp? Stood up to Trump during his term and rightfully criticized him where he needed to. Certified the election for Biden, also playing an instrumental role in saving us from a 2nd Trump term. Deserves to win. Good person, good candidate",[],[339890850],['pennyfeather1'],0,0,339890850,pennyfeather1,,,1069262691942961154,JoeyGreen33333,Joey Green,,42,13,2134,False,503
2022-10-30 20:57:52,"Brian Kemp has signed the most extreme abortion laws, and Stacey Abrams will UNDO that damage. VOTE FOR STACEY ABRAMS. ,",['GeorgiaNeedsStaceyAbrams'],[],[],117,253,,,,,1640929196,mmpadellan,BrooklynDad_Defiant!☮️,"Brooklyn, NY",44924,1089502,341510,True,129737
2022-10-30 20:55:06,"Brian Kemp is dangerous for Georgians. Get out and vote for Stacey Abrams! ,",['wtpBLUE'],[],[],0,1,,,,,3301186275,lindawaddell9,Linda,Georgia,8576,8495,26624,False,10853
2022-10-30 20:53:28,"ECONOMIC MISERY, SICK WOKE-ISM, RISING CRIME &amp; DRUGS, OPEN BORDERS, ETC: ALL helped by BIDEN, WARNOCK, STACY ABRAMS &amp; DEMOCRATS. On this election let's HEAL GEORGIA &amp; AMERICA from DAMAGE that THEY have INFLICTED! VOTE REPUBLICAN! VOTE for GOVERNOR KEMP &amp; WALKER! REMEMBER... ,",[],[1221242033530195970],['ReverendWarnock'],0,0,1221242033530195970,ReverendWarnock,,,1536633982393237505,Achiever30907,Paul Revere,,73,9,247,False,317
2022-10-30 20:50:11,That was the MLB doing! Stacey had nothing to with that! I do know for a fact that Brian Kemp hates the women of Georgia so ya I voted blue down the ballot which means I voted the better option Stacy Abrams,[],"[1412472243272273927, 812361923304034304]","['DodgeRam201', 'morethanmySLE']",0,0,1412472243272273927,DodgeRam201,,,565076147,AHagadorn,Alexis Ann Hagadorn,,2427,1510,35097,False,5782
2022-10-30 20:50:06,"Former Vice President Mike Pence returns to Georgia to campaign for Gov. Brian Kemp one week before Election Day. ,",[],[],[],1,6,,,,,17836882,FOX5Atlanta,FOX 5 Atlanta,Atlanta,1671,677060,9016,True,434404
2022-10-30 20:50:04,"Earlier today, there was a guest on who said that Herschel Walker is probably going to beat Raphael Warnock because he doubted that the masses who will vote for Brian Kemp again are going to split the ticket and vote for Senator Warnock instead. Yall, please vote. ,",['GApol'],[2836421],['MSNBC'],0,0,,,,,28387347,Marrrrcussss,I'm That Type Of Guy,,3620,1536,52443,False,260841
2022-10-30 20:50:01,Kell you're just as worse as Brian kemp...,[],[29495695],['KLoeffler'],0,0,29495695,KLoeffler,,,467984322,Darling5122,Darlene Irvin🌊🌊🌊,Stone Mountain Ga,2403,688,288432,False,3676
2022-10-30 20:49:56,We are! And were voting for Herschel Walker and Governor Brian Kemp!,[],[1221242033530195970],['ReverendWarnock'],0,0,1221242033530195970,ReverendWarnock,,,976795131516018694,VeracityReport1,The Veracity Report,"Georgia, USA",533,665,1443,False,2134
2022-10-30 20:42:58,Jair Bolsonaro is a MODERATE UNIFIER. He will stop RINOs like BRIAN KEMP and DAN KKKRENSHAW from rigging BRAZILLIAN ELECSHIONS. ,[],[],[],0,0,,,,,1308933912278827008,NotVisclosky,Pete from Indiana 🇺🇸🇺🇦,Indiana,989,777,151711,False,18594
2022-10-30 20:34:03,"Gov. Brian Kemp, Stacey Abrams face off in final debate | What to watch for ,",[],[],[],1,2,,,,,18527874,13wmaznews,13WMAZ News,"Macon, GA",471,73539,1788,True,182358
