created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-11-03 13:23:56,I know these truths. Stacey Abrams will lose the election again and has a face only a mother could love and that may be stretching it.,[],"[1187835922118787073, 948223698649124870]","['lavern_spicer', 'raytoutofer']",0,0,1187835922118787073,lavern_spicer,,,1541786385899819009,larrymondello63,Maxwell Smart 86,,89,8,277,False,476
2022-11-03 13:23:45,Sort of like Stacey Abrams is still governor oh thats right she didnt concede four years ago,[],[91882544],['DineshDSouza'],0,0,91882544,DineshDSouza,,,1572885397285257216,KevinFodor2,Kevin Fodor,,717,100,1653,False,1079
2022-11-03 13:23:42,"The Gargantuan Fundraising of Beto O'Rourke and Stacey Abrams ,",[],[],[],0,1,,,,,15335534,jimgeraghty,Jim Geraghty,"Authenticity Woods, Virginia.",1219,106991,16477,True,118131
2022-11-03 13:23:31,stacey abrams has still not conceded the 2018 gubernatorial election,[],[1520612280643162112],['DashDobrofsky'],0,0,1520612280643162112,DashDobrofsky,,,1465346537702178820,WilliamGarryAc1,William Garry Ackerman,,41,0,7,False,116
2022-11-03 13:23:24,I'm only voting for Kemp because we can't have Stacey Abrams. But I intensely dislike him. He's an actual traitor.,[],"[19553409, 592730371]","['Rasmussen_Poll', 'JackPosobiec']",0,0,19553409,Rasmussen_Poll,,,1361302405153964037,GenXftw,GenXFTW Nuclear Secrets MAGA,,127,73,19289,False,4231
2022-11-03 13:22:35,"Guess she forgot the Democrats denied election Hillary, Stacey Abrams are still denying election results.",[],[1367531],['FoxNews'],0,0,1367531,FoxNews,,,1584654930224242688,Coolidgebak,Coolidge,,11,0,0,False,28
2022-11-03 13:22:01,"Enemies of democracy: Stacey Abrams, Hillary Clinton, Al Gore ... and by extension, Karine Jean-Pierre ... Joey, are you unaware that the Internet lives forever?",[],[236487888],['WalshFreedom'],0,0,236487888,WalshFreedom,,,281192534,rmosutton,Bob Sutton,"North Carolina, USA",65,127,1139,False,18840
2022-11-03 13:21:13,"Stacey Abrams' advisor speaks politics to the next gen. (These aren't your grandma's civics lessons.) , ,",[],[],[],0,0,,,,,1420660507,Knewz_Currently,Woody,"Va Beach, Virginia",85,1719,208,False,2851396
2022-11-03 13:20:58,"If Republicans got black people to dance in campaign and endorsement videos, yall would riot in the streets. However, when Stacey Abrams and Kerry Washington do it, its cute and creative?? ,",[],[],[],0,1,,,,,228718531,gyab_x,GEN Y (Ret.)🏴,The Deep South,260,468,1,False,119314
2022-11-03 13:20:11,Every democrat has denied the election results since 2000 whenever they loose elections Start with Hillary Clinton and Stacey Abrams The amnesia from these clowns is astonishing,[],"[78523300, 1428924541]","['RealJamesWoods', 'shawnte40']",0,0,78523300,RealJamesWoods,,,1088333272487100417,LeatherJoseph,The ULTRA Craftsman ✝️🇺🇸☢️,"Los Angeles, CA",682,906,21613,False,32537
2022-11-03 13:20:08,Ill make sure Stacey Abrams doesnt get my vote then. Thanks for the advice.,[],"[184604632, 892219807]","['SueGrissom', 'BradleyWhitford']",0,0,184604632,SueGrissom,,,1586059159803514880,TheRealBretRose,TheRealBretRose,,10,0,30,False,25
2022-11-03 13:20:07,"Biden, Hillary, and Stacey Abrams are election deniers",[],[3995778614],['KamVTV'],0,0,3995778614,KamVTV,,,866466433676578816,SymeFinancial,George Syme,"Orlando, FL",138,279,50957,False,37818
2022-11-03 13:20:07,"""Mainstream Democrats like Stacey Abrams speak of abortion in such a disgustingly flippant manner. I can't support that worldview at all.""",[],[],[],0,0,1506745755473788943,MBorogroves,,,1506745755473788943,MBorogroves,Mimzy Borogroves,God's Country: Texas,951,582,10537,False,20169
2022-11-03 13:19:52,Stacey Abrams denied the results of the 2018 election. She has a lot of support too.,[],"[2872961326, 1140970329193570306, 17995040]","['Dustdrums', 'tCARD_16', 'benshapiro']",0,0,2872961326,Dustdrums,,,4755599609,WalterSobchakSr,Walter Sobchak,,238,668,7690,False,338
2022-11-03 13:19:34,"Biden, Hillary, and Stacey Abrams are election deniers",[],[278145569],['MarshaBlackburn'],0,0,278145569,MarshaBlackburn,,,866466433676578816,SymeFinancial,George Syme,"Orlando, FL",138,279,50957,False,37818
2022-11-03 13:19:31,"Election deniers, huh? Like Hillary and Stacey Abrams?",[],"[31135381, 1586063769611943939, 1917731, 15764644, 11134252]","['drmarcweber', 'PassuPerry', 'thehill', 'SpeakerPelosi', 'GOP']",0,0,31135381,drmarcweber,,,33548368,JorgeEdmundo97,George Hutto 🇺🇲,The Greatest State (TX),459,218,2471,False,3339
2022-11-03 13:19:05,"Biden, Hillary, and Stacey Abrams are election deniers",[],[94784682],['JonathanTurley'],0,0,94784682,JonathanTurley,,,866466433676578816,SymeFinancial,George Syme,"Orlando, FL",138,279,50957,False,37818
2022-11-03 13:18:47,So Stacey Abrams and Hillary Clinton!,[],[236487888],['WalshFreedom'],0,0,236487888,WalshFreedom,,,1495640280267165696,AGWithOrdinary,AnythingGoes with Ordinary People,"Walkersville, MD",766,408,911,False,1974
2022-11-03 13:18:45,"Like Hillary and most of the Dems in 2016, Stacey Abrams, Gore and others?",[],[236487888],['WalshFreedom'],0,0,236487888,WalshFreedom,,,1587272170052276224,Stevie_Jay_M,Steve Mattson,,101,2,2,False,5
2022-11-03 13:18:42,"Hillary? Stacey Abrams? Al Gore? Unprecedented? ,",[],[28785486],['ABC'],0,0,28785486,ABC,,,1586001456955523074,Vytauta28731487,Vytautas,,34,6,727,False,668
2022-11-03 13:18:29,"Biden, Hillary, and Stacey Abrams are election deniers ,",[],[],[],0,0,,,,,866466433676578816,SymeFinancial,George Syme,"Orlando, FL",138,279,50957,False,37818
2022-11-03 13:18:18,"Congratulations. I'm also black. I'm team Stacey Abrams all the way. ,",[],"[1218506627332165633, 31655417, 1187835922118787073]","['Woke4life', 'AFreeQueen', 'lavern_spicer']",0,0,1218506627332165633,Woke4life,,,1532776500,IAmOroro,BUTTER GOLEM 💅🏾🎃,Earth. It's so ghetto here🤦🏾,6274,5943,135131,False,85474
2022-11-03 13:17:34,"Biden, Hillary, and Stacey Abrams are election deniers",[],[783214],['Twitter'],0,0,783214,Twitter,,,866466433676578816,SymeFinancial,George Syme,"Orlando, FL",138,279,50957,False,37818
2022-11-03 13:17:03,Did Stacey Abrams try political extortion to overturn the election? Did she gather corrupt lawyers to strategize on how to overthrow the GA govt? Did she do anything other than say she thinks the election was stolen? No. THATS the difference.,[],[40116885],['RichLowry'],0,0,40116885,RichLowry,,,1107681972460109824,AliceBreen2,IntegrityMatters,USA,1194,1192,7836,False,17580
2022-11-03 13:15:58,"Must have been another Stacey Abrams who said ""Georgia is one of the worst places in the country to live."" She's a fraud and a liar. ,",[],[216065430],['staceyabrams'],0,0,216065430,staceyabrams,,,1466494846542168066,NuisanceMajor,Captain Spalding,,872,445,39,False,10582
