created_at,text,hashtags,user_mention_ids,user_mention_screen_names,retweet_count,favorite_count,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,user_id,user_screen_name,user_name,user_location,user_friends_count,user_followers_count,user_favourites_count,user_verfied,user_statuses_count
2022-10-30 21:30:34,"Charlie Crist, like Biden, is being bullied by 800+ blacks apparently including Ice Cube whom want reparations and/or revolution. , ,",[],[],[],0,0,,,,,1275720179901706246,KittTruth,MelanieOW,,2016,1289,12876,False,37639
2022-10-30 21:29:42,"In fact, this country needs Stacey Abrams. ,",['GeorgiaNeedsStaceyAbrams'],[],[],0,0,,,,,315541589,janewolfson2,Jane Wolfson 🇺🇦,"Cambridge, MA",202,384,14407,False,5809
2022-10-30 21:28:39,Stacey Abrams is a threat to Democracy.,['VoteRed2022'],[],[],0,0,,,,,1558931063812005892,liberconss,Conservative and Libertarian Memes,United States,287,19,486,False,537
2022-10-30 21:27:16,"This is your moment, Georgia. Seize it. Vote Stacey Abrams for Governor! ,",['GeorgiaNeedsStaceyAbrams'],[],[],14,24,,,,,2570178294,Eleven_Films,Eleven Films,"Portland, OR",18394,172105,59735,False,24156
2022-10-30 21:26:59,"I think Stacey Abrams is amazing, I hope she wins",[],[255812611],['donwinslow'],0,0,255812611,donwinslow,,,1153417566976655360,bnorman222,Brenda 😷💉,,162,71,92617,False,76657
2022-10-30 21:26:44,Why didnt he select Stacey Abrams,[],[1169523100012204032],['MattBoxer94'],0,0,1169523100012204032,MattBoxer94,,,2909843729,catmarketer,Hobo cat 💛 🇺🇦,"New York, NY",2407,803,73631,False,38811
2022-10-30 21:26:36,"Abrams got nothing!!! Jason Whitlock HAMMERS Stacey Abrams for making abortion her fundamental issue ,",['SmartNews'],[],[],0,0,,,,,713724041,MAGA2020ARMY,Conservative Freedom Fighter,Greatest Country on Earth,1719,1411,4200,False,7126
2022-10-30 21:25:51,So I guess when Lizzo brought out Stacey Abrams at her concert you were equally appalled and tweeted about how Lizzo turned it into a political campaign? Hypocrite.,[],[81932994],['CallumEdwardsUK'],0,0,81932994,CallumEdwardsUK,,,1582023307536261120,RickySpar1981,RickySpar1981,"Bunker Hill, Il",236,39,421,False,141
2022-10-30 21:25:47,"This makes no sense. If it said the same about a republican, you literally wouldn't care. It's like calling people election deniers, but not Hillary Clinton or Stacey Abrams etc. Plus, you probably still believe that is fake because of Twitter suppression",['HunterBidensLaptop'],"[1457884024702132224, 783214, 44196397]","['LiberalRisky', 'Twitter', 'elonmusk']",0,0,1457884024702132224,LiberalRisky,,,1562592371468292097,EnigmaticFacts,Edward Nygma,United States,155,68,2035,False,3426
2022-10-30 21:25:12,"More Firyah  We Voting for Stacey Abrams! Journey  And you can tell all slave masters we not gonna stop fighting until every single black man and woman is totally Freed from all forms of White Supremacy! JAH Rastafar-Eye  ,",[],[],[],0,0,,,,,1195163263610306560,Rastafa58029949,Rastafari,,4190,257,50753,False,5208
